code,name,market,sector33,sector17,size_category
2484.T,出前館,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2485.T,ティア,東証スタンダード,サービス業,情報通信・サービスその他,-
2488.T,ＪＴＰ,東証スタンダード,サービス業,情報通信・サービスその他,-
2489.T,アドウェイズ,東証スタンダード,サービス業,情報通信・サービスその他,TOPIX Small 2
248A.T,キッズスター,東証グロース,情報・通信業,情報通信・サービスその他,-
2491.T,バリューコマース,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2492.T,インフォマート,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 1
2493.T,イーサポートリンク,東証スタンダード,サービス業,情報通信・サービスその他,-
2497.T,ユナイテッド,東証グロース,サービス業,情報通信・サービスその他,-
2498.T,オリエンタルコンサルタンツホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,-
2499.T,日本和装ホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,-
2501.T,サッポロホールディングス,東証プライム,食料品,食品,TOPIX Mid400
2502.T,アサヒグループホールディングス,東証プライム,食料品,食品,TOPIX Large70
2503.T,キリンホールディングス,東証プライム,食料品,食品,TOPIX Large70
250A.T,シマダヤ,東証スタンダード,食料品,食品,TOPIX Small 2
2531.T,宝ホールディングス,東証プライム,食料品,食品,TOPIX Mid400
2533.T,オエノンホールディングス,東証プライム,食料品,食品,TOPIX Small 2
253A.T,ＥＴＳグループ,東証スタンダード,建設業,建設・資材,-
2540.T,養命酒製造,東証プライム,食料品,食品,TOPIX Small 2
254A.T,ＡＩフュージョンキャピタルグループ,東証スタンダード,証券、商品先物取引業,金融（除く銀行）,-
255A.T,ジーエルテクノホールディングス,東証スタンダード,精密機器,電機・精密,-
256A.T,飛島ホールディングス,東証プライム,建設業,建設・資材,TOPIX Small 2
2573.T,北海道コカ・コーラボトリング,東証スタンダード,食料品,食品,-
2579.T,コカ・コーラ　ボトラーズジャパンホールディングス,東証プライム,食料品,食品,TOPIX Mid400
2585.T,ライフドリンク　カンパニー,東証プライム,食料品,食品,TOPIX Small 1
2586.T,フルッタフルッタ,東証グロース,食料品,食品,-
2587.T,サントリービバレッジ＆フード,東証プライム,食料品,食品,TOPIX Mid400
2588.T,プレミアムウォーターホールディングス,東証スタンダード,食料品,食品,-
2590.T,ダイドーグループホールディングス,東証プライム,食料品,食品,TOPIX Small 1
2593.T,伊藤園,東証プライム,食料品,食品,TOPIX Mid400
25935.T,伊藤園第１種優先株式,東証プライム,食料品,食品,-
2594.T,キーコーヒー,東証プライム,食料品,食品,TOPIX Small 2
2597.T,ユニカフェ,東証スタンダード,食料品,食品,-
2602.T,日清オイリオグループ,東証プライム,食料品,食品,TOPIX Small 1
2607.T,不二製油,東証プライム,食料品,食品,TOPIX Mid400
2612.T,かどや製油,東証スタンダード,食料品,食品,-
2613.T,Ｊ－オイルミルズ,東証プライム,食料品,食品,TOPIX Small 2
261A.T,日水コン,東証スタンダード,サービス業,情報通信・サービスその他,-
262A.T,インターメスティック,東証プライム,小売業,小売,TOPIX Small 2
264A.T,Ｓｃｈｏｏ,東証グロース,サービス業,情報通信・サービスその他,-
2652.T,まんだらけ,東証スタンダード,小売業,小売,-
2653.T,イオン九州,東証スタンダード,小売業,小売,-
2654.T,アスモ,東証スタンダード,小売業,小売,-
2656.T,ベクターホールディングス,東証スタンダード,小売業,小売,-
2659.T,サンエー,東証プライム,小売業,小売,TOPIX Small 1
265A.T,Ｈｍｃｏｍｍ,東証グロース,情報・通信業,情報通信・サービスその他,-
2664.T,カワチ薬品,東証プライム,小売業,小売,TOPIX Small 1
2666.T,オートウェーブ,東証スタンダード,小売業,小売,-
2667.T,イメージ　ワン,東証スタンダード,卸売業,商社・卸売,-
2668.T,タビオ,東証スタンダード,卸売業,商社・卸売,-
2669.T,カネ美食品,東証スタンダード,小売業,小売,-
2670.T,エービーシー・マート,東証プライム,小売業,小売,TOPIX Mid400
2673.T,夢みつけ隊,東証スタンダード,小売業,小売,-
2674.T,ハードオフコーポレーション,東証プライム,小売業,小売,TOPIX Small 2
2676.T,高千穂交易,東証プライム,卸売業,商社・卸売,TOPIX Small 2
2678.T,アスクル,東証プライム,小売業,小売,TOPIX Small 1
2681.T,ゲオホールディングス,東証プライム,小売業,小売,TOPIX Small 1
2683.T,魚喜,東証スタンダード,小売業,小売,-
2685.T,アンドエスティＨＤ,東証プライム,小売業,小売,TOPIX Small 1
2686.T,ジーフット,東証スタンダード,小売業,小売,-
2687.T,シー・ヴイ・エス・ベイエリア,東証スタンダード,サービス業,情報通信・サービスその他,-
2689.T,オルバヘルスケアホールディングス,東証スタンダード,卸売業,商社・卸売,-
268A.T,リガク・ホールディングス,東証プライム,精密機器,電機・精密,TOPIX Small 1
2693.T,ＹＫＴ,東証スタンダード,卸売業,商社・卸売,-
2694.T,焼肉坂井ホールディングス,東証スタンダード,小売業,小売,-
2695.T,くら寿司,東証プライム,小売業,小売,TOPIX Small 1
2698.T,キャンドゥ,東証スタンダード,小売業,小売,TOPIX Small 2
269A.T,Ｓａｐｅｅｔ,東証グロース,情報・通信業,情報通信・サービスその他,-
2700.T,木徳神糧,東証スタンダード,卸売業,商社・卸売,-
2702.T,日本マクドナルドホールディングス,東証スタンダード,小売業,小売,-
2705.T,大戸屋ホールディングス,東証スタンダード,小売業,小売,-
2708.T,久世,東証スタンダード,卸売業,商社・卸売,-
2721.T,ジェイホールディングス,東証スタンダード,卸売業,商社・卸売,-
2722.T,ＩＫホールディングス,東証スタンダード,小売業,小売,-
2726.T,パルグループホールディングス,東証プライム,小売業,小売,TOPIX Small 1
2730.T,エディオン,東証プライム,小売業,小売,TOPIX Small 1
2733.T,あらた,東証プライム,卸売業,商社・卸売,TOPIX Small 1
2734.T,サーラコーポレーション,東証プライム,小売業,小売,TOPIX Small 2
2735.T,ワッツ,東証スタンダード,小売業,小売,-
2736.T,フェスタリアホールディングス,東証スタンダード,小売業,小売,-
2737.T,トーメンデバイス,東証プライム,卸売業,商社・卸売,TOPIX Small 2
2742.T,ハローズ,東証プライム,小売業,小売,TOPIX Small 2
2747.T,北雄ラッキー,東証スタンダード,小売業,小売,-
2749.T,ＪＰホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 1
274A.T,ガーデン,東証スタンダード,小売業,小売,-
2750.T,石光商事,東証スタンダード,卸売業,商社・卸売,-
2751.T,テンポスホールディングス,東証スタンダード,卸売業,商社・卸売,-
2752.T,フジオフードグループ本社,東証プライム,小売業,小売,TOPIX Small 1
2753.T,あみやき亭,東証プライム,小売業,小売,TOPIX Small 2
2760.T,東京エレクトロン　デバイス,東証プライム,卸売業,商社・卸売,TOPIX Small 1
2762.T,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,東証スタンダード,小売業,小売,-
2763.T,エフティグループ,東証スタンダード,卸売業,商社・卸売,-
2764.T,ひらまつ,東証スタンダード,小売業,小売,-
2767.T,円谷フィールズホールディングス,東証プライム,卸売業,商社・卸売,TOPIX Small 1
2768.T,双日,東証プライム,卸売業,商社・卸売,TOPIX Mid400
2769.T,ヴィレッジヴァンガードコーポレーション,東証スタンダード,小売業,小売,-
276A.T,ククレブ・アドバイザーズ,東証グロース,不動産業,不動産,-
2776.T,新都ホールディングス,東証スタンダード,卸売業,商社・卸売,-
2778.T,パレモ・ホールディングス,東証スタンダード,小売業,小売,-
277A.T,グロービング,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2780.T,コメ兵ホールディングス,東証スタンダード,小売業,小売,-
2782.T,セリア,東証スタンダード,小売業,小売,-
2784.T,アルフレッサ　ホールディングス,東証プライム,卸売業,商社・卸売,TOPIX Mid400
2788.T,アップルインターナショナル,東証スタンダード,卸売業,商社・卸売,-
2789.T,カルラ,東証スタンダード,小売業,小売,-
278A.T,Ｔｅｒｒａ　Ｄｒｏｎｅ,東証グロース,精密機器,電機・精密,-
2790.T,ナフコ,東証スタンダード,小売業,小売,-
2791.T,大黒天物産,東証プライム,小売業,小売,TOPIX Small 1
2792.T,ハニーズホールディングス,東証プライム,小売業,小売,TOPIX Small 2
2795.T,日本プリメックス,東証スタンダード,卸売業,商社・卸売,-
2796.T,ファーマライズホールディングス,東証スタンダード,小売業,小売,-
2798.T,ワイズテーブルコーポレーション,東証スタンダード,小売業,小売,-
2801.T,キッコーマン,東証プライム,食料品,食品,TOPIX Mid400
2802.T,味の素,東証プライム,食料品,食品,TOPIX Large70
2804.T,ブルドックソース,東証プライム,食料品,食品,TOPIX Small 2
2805.T,ヱスビー食品,東証スタンダード,食料品,食品,-
2806.T,ユタカフーズ,東証スタンダード,食料品,食品,-
2809.T,キユーピー,東証プライム,食料品,食品,TOPIX Mid400
280A.T,ＴＭＨ,東証グロース,卸売業,商社・卸売,-
2810.T,ハウス食品グループ本社,東証プライム,食料品,食品,TOPIX Mid400
2811.T,カゴメ,東証プライム,食料品,食品,TOPIX Mid400
2813.T,和弘食品,東証スタンダード,食料品,食品,-
2814.T,佐藤食品工業,東証スタンダード,食料品,食品,-
2815.T,アリアケジャパン,東証プライム,食料品,食品,TOPIX Small 1
2816.T,ダイショー,東証スタンダード,食料品,食品,-
2818.T,ピエトロ,東証スタンダード,食料品,食品,-
2819.T,エバラ食品工業,東証スタンダード,食料品,食品,TOPIX Small 2
281A.T,インフォメティス,東証グロース,情報・通信業,情報通信・サービスその他,-
2820.T,やまみ,東証スタンダード,食料品,食品,-
2831.T,はごろもフーズ,東証スタンダード,食料品,食品,-
285A.T,キオクシアホールディングス,東証プライム,電気機器,電機・精密,TOPIX Mid400
286A.T,ユカリア,東証グロース,サービス業,情報通信・サービスその他,-
2871.T,ニチレイ,東証プライム,食料品,食品,TOPIX Mid400
2872.T,セイヒョー,東証スタンダード,食料品,食品,-
